Construction Type,New Construction,Elevator,Floors In The Building,Floor Area,Number Of Rooms,Number Of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Children Are Welcome,Pets Allowed,Utility Payments,Duration,Date (Year),Date (Month),Date (Day),Amenities (Status),Appliances (Status),Parking (Status),Price (Usd/Month),Address (Street Types),Address (City/Town)
Monolith,Yes,Yes,9.0,280.0,4.0,3.0,3.0,7.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,3400.0,Byuzand Street,Yerevan
Stone,No,No,5.0,78.0,3.0,1.0,2.0,3.0,Multiple Balconies,Not Specified,Euro Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,520.0,Davit Malyan Street,Yerevan
Monolith,No,Yes,5.0,40.0,1.0,1.0,2.0,1.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,1200.0,Kentronakan Street,Yerevan
Monolith,No,Yes,12.0,65.0,2.0,1.0,3.0,5.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,780.0,Moldovakan Street,Yerevan
Panels,No,Yes,9.0,68.0,3.0,1.0,2.0,9.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,728.0,Hovhanisyan Street,Yerevan
Stone,No,No,5.0,40.0,2.0,1.0,3.0,3.0,Open Balcony,Not Specified,Designer Renovation,1.0,1.0,2.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1200.0,Aleksandr Spendiarian Street,Yerevan
Monolith,Yes,Yes,10.0,75.0,3.0,1.0,3.0,5.0,Multiple Balconies,Not Specified,Designer Renovation,1.0,2.0,2.0,Monthly,2023,1,7,Yes,Yes,Yes,1500.0,Abovyan Street,Yerevan
Panels,No,Yes,9.0,150.0,4.0,1.0,2.0,8.0,Closed Balcony,Not Specified,Euro Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,624.0,Arno Babajanyan Street,Yerevan
Stone,No,No,5.0,65.0,2.0,1.0,3.0,3.0,Closed Balcony,Not Specified,Designer Renovation,1.0,1.0,2.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1000.0,Aleksandr Spendiarian Street,Yerevan
Monolith,Yes,Yes,4.0,40.0,2.0,1.0,2.0,4.0,Open Balcony,Not Specified,Designer Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1200.0,Not Specified,Yerevan
Panels,No,Yes,12.0,51.0,1.0,1.0,2.0,4.0,Closed Balcony,Not Specified,Old Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,572.0,Yervand Kochar Street,Yerevan
Stone,No,No,5.0,80.0,3.0,1.0,2.0,5.0,Multiple Balconies,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1430.0,Lvovyan Street,Yerevan
Stone,Yes,Yes,14.0,100.0,3.0,2.0,3.0,6.0,Multiple Balconies,Not Specified,Euro Renovation,2.0,2.0,2.0,Monthly,2023,1,7,Yes,Yes,Yes,1768.0,Not Specified,Yerevan
Panels,No,Yes,9.0,50.0,1.0,1.0,2.0,4.0,Closed Balcony,Not Specified,Partial Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,416.0,Not Specified,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,2.0,5.0,Not Specified,Not Specified,Euro Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1000.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,8.0,47.0,2.0,1.0,3.0,3.0,Open Balcony,Not Specified,Euro Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Not Specified,Yes,988.0,Nikoghayos Adonts Street,Yerevan
Monolith,No,Yes,16.0,55.0,2.0,1.0,3.0,4.0,Open Balcony,Not Specified,Euro Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,2.86,Antarayin Street,Yerevan
Stone,No,No,5.0,74.0,3.0,1.0,2.0,4.0,Open Balcony,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,728.0,Avanesov Street,Yerevan
Panels,No,Yes,10.0,74.0,2.0,1.0,3.0,4.0,Open Balcony,Not Specified,Partial Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,780.0,Derenik Demirchyan Street,Yerevan
Monolith,Yes,Yes,18.0,87.0,2.0,1.0,3.0,15.0,Open Balcony,Not Specified,Designer Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1500.0,Aram Street,Yerevan
Monolith,Yes,Yes,15.0,45.0,2.0,1.0,3.0,13.0,Open Balcony,Not Specified,Designer Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1000.0,Argishti Street,Yerevan
Panels,No,Yes,16.0,92.0,3.0,1.0,2.0,2.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,988.0,Malatia Street,Yerevan
Stone,No,Yes,5.0,38.0,1.0,1.0,2.0,3.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,949.0,Komitas Avenue,Yerevan
Panels,No,Yes,14.0,67.0,3.0,1.0,2.0,11.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,780.0,Duryan Street,Yerevan
Monolith,Yes,Yes,7.0,58.0,2.0,1.0,3.0,7.0,Open Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1000.0,Saryan Street,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,3.0,5.0,Not Specified,Not Specified,Partial Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,728.0,Tigran Mets Avenue,Yerevan
Monolith,Yes,Yes,16.0,65.0,2.0,1.0,2.0,12.0,Closed Balcony,Not Specified,Designer Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,910.0,Komitas Avenue,Yerevan
Monolith,No,Yes,17.0,48.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,819.0,Komitas Avenue,Yerevan
Panels,No,Yes,9.0,73.0,3.0,1.0,2.0,9.0,Open Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,2.0,Monthly,2023,1,7,Yes,Yes,Yes,884.0,Davtashen Street,Yerevan
Monolith,Yes,Yes,14.0,99.0,3.0,2.0,3.0,9.0,Multiple Balconies,Not Specified,Major Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1170.0,Tsarav Aghbyur Street,Yerevan
Panels,No,Yes,14.0,115.0,4.0,1.0,2.0,9.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,2.0,Monthly,2023,1,7,Yes,Yes,Yes,2200.0,Simon Vratsyan Street,Yerevan
Monolith,Yes,Yes,14.0,48.0,2.0,1.0,2.0,4.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,910.0,Shinararner Street,Yerevan
Stone,No,No,5.0,56.0,2.0,1.0,2.0,4.0,Multiple Balconies,Not Specified,Major Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1100.0,Hanrapetutyan Street,Yerevan
Stone,No,No,4.0,56.0,2.0,1.0,3.0,2.0,Not Specified,Not Specified,Designer Renovation,1.0,2.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1050.0,Tumanyan Street,Yerevan
Stone,Yes,Yes,2.0,60.0,3.0,1.0,3.0,1.0,Open Balcony,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,572.0,Norashen District,Yerevan
Stone,No,No,5.0,60.0,3.0,1.0,3.0,1.0,Closed Balcony,Not Specified,Major Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1690.0,Mesrop Mashtots Avenue,Yerevan
Monolith,Yes,Yes,16.0,97.0,3.0,1.0,2.0,12.0,Open Balcony,Not Specified,Designer Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1068.0,Byuzand Street,Yerevan
Stone,No,No,5.0,100.0,3.0,1.0,3.0,2.0,Closed Balcony,Not Specified,Old Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1040.0,Not Specified,Yerevan
Monolith,Yes,Yes,15.0,53.0,2.0,1.0,2.0,5.0,Open Balcony,Not Specified,Cosmetic Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Not Specified,858.0,Argishti Street,Yerevan
Panels,No,Yes,11.0,51.0,2.0,1.0,2.0,11.0,Open Balcony,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,858.0,Amiryan Street,Yerevan
Stone,No,No,5.0,40.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Major Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1209.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,9.0,55.0,2.0,1.0,2.0,6.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,416.0,Mamikonyants Street,Yerevan
Monolith,Yes,Yes,8.0,70.0,2.0,1.0,2.0,3.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,850.0,Paruyr Sevak Street,Yerevan
Stone,No,No,5.0,40.0,2.0,1.0,3.0,3.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,2.0,Monthly,2023,1,7,Yes,Yes,Yes,1248.0,Komitas Avenue,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,2.0,4.0,Not Specified,Not Specified,Designer Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,988.0,Gai Avenue,Yerevan
Monolith,Yes,Yes,8.0,100.0,3.0,1.0,3.0,5.0,Multiple Balconies,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1300.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,Yes,11.0,135.0,3.0,2.0,3.0,5.0,Multiple Balconies,Not Specified,Designer Renovation,1.0,2.0,2.0,Daily,2023,1,7,Yes,Yes,Yes,1450.0,Yekmalyan Street,Yerevan
Stone,No,No,5.0,60.0,2.0,1.0,2.0,2.0,Open Balcony,Not Specified,Designer Renovation,1.0,2.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,884.0,Tamanyan Street,Yerevan
Stone,No,No,5.0,49.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Euro Renovation,1.0,2.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,884.0,Tigran Mets Avenue,Yerevan
Monolith,Yes,Yes,11.0,81.0,3.0,2.0,3.0,11.0,Open Balcony,Not Specified,Major Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1690.0,Nikoghayos Tigranyan Street,Yerevan
Monolith,Yes,Yes,14.0,67.0,2.0,1.0,3.0,10.0,Open Balcony,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1000.0,Not Specified,Yerevan
Panels,Yes,Yes,11.0,72.0,3.0,1.0,2.0,1.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,2.0,Monthly,2023,1,7,Yes,Yes,Yes,1560.0,Khorenatsi Street,Yerevan
Stone,No,No,2.0,32.0,2.0,1.0,2.0,1.0,Open Balcony,Not Specified,Major Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,689.0,Azatamartikneri Street,Yerevan
Monolith,Yes,Yes,10.0,82.0,3.0,1.0,2.0,6.0,Open Balcony,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,1131.0,Not Specified,Yerevan
Panels,Yes,Yes,12.0,46.0,3.0,1.0,2.0,4.0,Not Specified,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,728.0,Ajapnyak,Yerevan
Monolith,No,Yes,9.0,100.0,3.0,2.0,3.0,4.0,Not Specified,Not Specified,Cosmetic Renovation,2.0,0.0,1.0,Monthly,2023,1,7,Yes,Yes,Yes,1800.0,Pushkin Street,Yerevan
Stone,No,Yes,7.0,75.0,2.0,1.0,2.0,7.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1300.0,Komitas Avenue,Yerevan
Panels,Yes,Yes,13.0,46.0,3.0,1.0,2.0,6.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,7020.0,Norashen District,Yerevan
Stone,No,No,1.0,35.0,1.0,1.0,3.0,1.0,Not Specified,Not Specified,Cosmetic Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,598.0,Mesrop Mashtots Avenue,Yerevan
Monolith,Yes,Yes,13.0,46.0,2.0,1.0,2.0,13.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,728.0,Norashen District,Yerevan
Panels,No,Yes,16.0,45.0,2.0,1.0,2.0,10.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Yes,Yes,442.0,Norashen District,Yerevan
Panels,No,No,4.0,58.0,3.0,1.0,2.0,4.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,468.0,Not Specified,Yerevan
Panels,No,Yes,9.0,55.0,2.0,1.0,2.0,1.0,Closed Balcony,Not Specified,Major Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,676.0,Frunze Street,Yerevan
Monolith,Yes,Yes,9.0,47.0,2.0,1.0,3.0,6.0,Not Specified,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1000.0,Not Specified,Yerevan
Stone,No,No,5.0,70.0,3.0,2.0,2.0,5.0,Closed Balcony,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Not Specified,Yerevan
Stone,No,No,3.0,120.0,3.0,2.0,3.0,3.0,Multiple Balconies,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1751.4999999999998,Amiryan Street,Yerevan
Stone,No,Yes,10.0,68.0,3.0,1.0,3.0,6.0,Closed Balcony,Not Specified,Partial Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,780.0,Kentronakan Street,Yerevan
Panels,No,Yes,9.0,78.0,3.0,1.0,3.0,7.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,858.0,Davtashen Street,Yerevan
Stone,Yes,Yes,12.0,55.0,2.0,1.0,2.0,5.0,Open Balcony,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,871.0,Argishti Street,Yerevan
Monolith,Yes,Yes,15.0,65.0,2.0,1.0,3.0,6.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1200.0,Buzand,Yerevan
Stone,Yes,Yes,8.0,60.0,3.0,1.0,3.0,4.0,Not Specified,Not Specified,Euro Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,225455.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,9.0,100.0,3.0,2.0,2.0,2.0,Multiple Balconies,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Not Specified,Yes,780.0,Davtashen Street,Yerevan
Panels,No,Yes,9.0,80.0,3.0,1.0,2.0,3.0,Closed Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1300.0,Yervand Kochar Street,Yerevan
Stone,Yes,No,2.0,40.0,2.0,1.0,3.0,2.0,Not Specified,Partial Furniture,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Not Specified,Yes,442.0,Minsk Street,Yerevan
Stone,Yes,Yes,12.0,58.0,2.0,1.0,2.0,5.0,Not Specified,Not Specified,Designer Renovation,1.0,1.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,225500.0,Amiryan Street,Yerevan
Stone,No,No,4.0,40.0,2.0,1.0,2.0,2.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1300.0,Arzumanyan Street,Yerevan
Stone,Yes,No,5.0,78.0,2.0,1.0,3.0,1.0,Closed Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1040.0,Mesrop Mashtots Avenue,Yerevan
Stone,No,No,5.0,55.0,2.0,1.0,2.0,4.0,Closed Balcony,Not Specified,Partial Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,442.0,Moldovakan Street,Yerevan
Panels,No,Yes,12.0,80.0,3.0,1.0,3.0,7.0,Closed Balcony,Not Specified,Major Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Moldovakan Street,Yerevan
Stone,No,No,5.0,40.0,2.0,1.0,2.0,2.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,598.0,Ashot Hovhanisyan Street,Yerevan
Stone,No,No,5.0,75.0,3.0,1.0,2.0,1.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Not Specified,Yerevan
Panels,No,Yes,12.0,80.0,3.0,1.0,2.0,10.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Lvovyan Street,Yerevan
Panels,No,Yes,12.0,80.0,3.0,1.0,2.0,10.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,598.0,Lvovyan Street,Yerevan
Stone,No,No,2.0,80.0,3.0,1.0,3.0,1.0,Open Balcony,Not Specified,Major Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,910.0,Arshakunyats Avenue,Yerevan
Panels,No,Yes,16.0,55.0,2.0,1.0,2.0,7.0,Open Balcony,Not Specified,Major Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,910.0,Bashinjaghyan Street,Yerevan
Panels,No,Yes,14.0,52.0,2.0,1.0,2.0,6.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,855.0,Yervand Kochar Street,Yerevan
Monolith,Yes,Yes,18.0,60.0,2.0,1.0,3.0,14.0,Not Specified,Not Specified,Designer Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1100.0,Aram Street,Yerevan
Stone,No,No,5.0,135.0,3.0,1.0,3.0,5.0,Multiple Balconies,Not Specified,Euro Renovation,1.0,1.0,2.0,Daily,2023,1,7,Yes,Yes,Yes,1300.0,Hin Yerevantsu Street,Yerevan
Monolith,Yes,Yes,14.0,160.0,5.0,3.0,3.0,13.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Yes,Not Specified,2800.0,Vagharsh Vagharshyan Street,Yerevan
Stone,No,No,4.0,80.0,3.0,1.0,2.0,2.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,780.0,Khorenatsi Street,Yerevan
Stone,No,No,4.0,45.0,2.0,1.0,2.0,4.0,Open Balcony,Not Specified,Euro Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,624.0,Artashisyan Street,Yerevan
Monolith,Yes,Yes,11.0,84.0,2.0,1.0,3.0,3.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,1.0,Monthly,2023,1,7,Yes,Yes,Yes,1820.0,Sero Khanzadyan Street,Yerevan
Panels,Yes,No,5.0,48.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,728.0,Not Specified,Yerevan
Monolith,Yes,Yes,15.0,75.0,2.0,1.0,2.0,6.0,Open Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Not Specified,Yes,650.0,Davtashen Street,Yerevan
Stone,No,No,5.0,80.0,3.0,1.0,2.0,3.0,Closed Balcony,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1170.0,Komitas Avenue,Yerevan
Stone,No,No,4.0,60.0,3.0,1.0,2.0,2.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,832.0,Mayisi Street,Yerevan
Stone,No,Yes,5.0,115.0,3.0,2.0,2.0,5.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1600.0,Khanjyan Street,Yerevan
Stone,Yes,Yes,4.0,92.0,3.0,1.0,2.0,4.0,Multiple Balconies,Not Specified,Major Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1400.0,Vahagni Street,Yerevan
Stone,No,No,5.0,40.0,1.0,1.0,2.0,2.0,Open Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,650.0,Nairi Zaryan Street,Yerevan
Stone,No,Yes,6.0,55.0,2.0,1.0,3.0,3.0,Not Specified,Not Specified,Designer Renovation,1.0,2.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,871.0,Teryan Street,Yerevan
Stone,Yes,No,7.0,45.0,1.0,1.0,2.0,3.0,Not Specified,Not Specified,Designer Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,572.0,Tbilisyan Highway,Yerevan
Monolith,Yes,Yes,12.0,61.0,2.0,1.0,2.0,3.0,Not Specified,Not Specified,Euro Renovation,2.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1014.0,Norashen District,Yerevan
Monolith,Yes,Yes,12.0,45.0,2.0,1.0,3.0,2.0,Open Balcony,Not Specified,Designer Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Not Specified,Yes,1040.0,Arabkir Street,Yerevan
Stone,No,No,5.0,56.0,2.0,1.0,2.0,2.0,Not Specified,Not Specified,Designer Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,910.0,Mantashyan Street,Yerevan
Monolith,Yes,Yes,14.0,68.0,3.0,1.0,2.0,7.0,Not Specified,Not Specified,Euro Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,910.0,Zoravar Andranik Street,Yerevan
Panels,No,Yes,9.0,48.0,1.0,1.0,2.0,3.0,Closed Balcony,Not Specified,Partial Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Not Specified,Not Specified,Yes,390.0,Zoravar Andranik Street,Yerevan
Stone,No,No,4.0,35.0,1.0,1.0,2.0,4.0,Open Balcony,Not Specified,Euro Renovation,1.0,2.0,2.0,Daily,2023,1,7,Yes,Yes,Not Specified,884.0,Leningradyan Street,Yerevan
Panels,No,Yes,9.0,80.0,3.0,1.0,2.0,5.0,Closed Balcony,Not Specified,Euro Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,884.0,Arzumanyan Street,Yerevan
Monolith,Yes,Yes,11.0,45.0,2.0,1.0,3.0,8.0,Closed Balcony,Not Specified,Major Renovation,1.0,0.0,2.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1500.0,Amiryan Street,Yerevan
Panels,No,Yes,16.0,55.0,2.0,1.0,2.0,7.0,Open Balcony,Not Specified,Major Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,910.0,Bashinjaghyan Street,Yerevan
Monolith,No,Yes,14.0,53.0,2.0,1.0,2.0,11.0,Not Specified,Not Specified,Old Renovation,1.0,1.0,2.0,Monthly,2023,1,7,Yes,Yes,Yes,468.0,Gyulbenkyan Street,Yerevan
Stone,No,No,5.0,35.0,1.0,1.0,3.0,2.0,Not Specified,Not Specified,Euro Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,1040.0,Saryan Street,Yerevan
Monolith,No,Yes,14.0,80.0,3.0,2.0,2.0,6.0,Closed Balcony,Not Specified,Major Renovation,2.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1040.0,Zoravar Andranik Street,Yerevan
Stone,No,No,4.0,60.0,3.0,1.0,2.0,4.0,Closed Balcony,Not Specified,Major Renovation,1.0,0.0,1.0,Daily,2023,1,7,Yes,Yes,Yes,845.0,Magaryan Street,Yerevan
Stone,No,No,5.0,44.0,2.0,1.0,2.0,4.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,2.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,390.0,Gyulikekhvyan Street,Yerevan
Monolith,No,Yes,12.0,65.0,2.0,1.0,2.0,2.0,Closed Balcony,Not Specified,Major Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,780.0,Gai Avenue,Yerevan
Panels,No,Yes,9.0,68.0,3.0,2.0,2.0,7.0,Closed Balcony,Not Specified,Major Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,702.0,Not Specified,Yerevan
Monolith,Yes,Yes,10.0,45.0,2.0,1.0,2.0,4.0,Not Specified,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,650.0,Not Specified,Yerevan
Panels,No,Yes,9.0,70.0,2.0,1.0,2.0,5.0,Open Balcony,Not Specified,Major Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,910.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,6.0,48.0,1.0,1.0,2.0,5.0,Open Balcony,Not Specified,Euro Renovation,1.0,1.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,676.0,Arno Babajanyan Street,Yerevan
Panels,No,Yes,9.0,78.0,3.0,1.0,2.0,3.0,Multiple Balconies,Not Specified,Old Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Not Specified,598.0,Not Specified,Yerevan
Stone,No,No,5.0,45.0,2.0,1.0,2.0,1.0,Open Balcony,Not Specified,Major Renovation,0.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,1300.0,Not Specified,Yerevan
Panels,No,No,16.0,69.0,2.0,1.0,2.0,2.0,Closed Balcony,Not Specified,Cosmetic Renovation,1.0,0.0,0.0,Monthly,2023,1,7,Yes,Yes,Yes,520.0,Bashinjaghyan Street,Yerevan
